TRAINBALACCSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_pb,CAWPE_eq
plant-shape,0.018155815065417892,0.018217091649352805,0.018434656657826707,0.018137258042778825,0.01799105780435215,0.01795333390420459,0.017494097937409577,0.017821805141616468,0.018157002069117335,0.017155109238606015,0.016551903734657817,0.016378306457439165,0.016556297635018237,0.01648367574577813,0.0157413199033261,0.01506713901711004,0.013837625701596043
plant-texture,0.011882292012756835,0.012215866731907672,0.011877733582921197,0.011838138183768051,0.011900349654431366,0.011512252649255312,0.011623802305003442,0.011817461098594561,0.011734614867045244,0.01133389852377047,0.011545202293106011,0.011354796065018555,0.011902035812668464,0.0112638689370862,0.010960124342009358,0.014151344928205072,0.010872951137746318
post-operative,0.03229911149571765,0.03245384148322952,0.0301253475091051,0.027247899506740787,0.024268752925543778,0.024552318791199568,0.025369819044591718,0.02641114541707892,0.026885410834450594,0.027438713281685838,0.02733929136904199,0.028657108882299734,0.032247584716660276,0.030743464638740257,0.032825763898305674,0.04518890293364969,0.03417837177105831
primary-tumor,0.025346116605178663,0.026342757939228634,0.02705859657983756,0.025534553903312038,0.02608626912575757,0.027369005679321552,0.026679005607263433,0.02445076554795278,0.024916582493520606,0.026214249916312198,0.027843734393114213,0.02573412207262439,0.02425026731075159,0.026617528704283626,0.030387735511381363,0.031561208942781686,0.030585639208212775
ringnorm,0.004928799556421049,0.005306782989710749,0.005355835399947838,0.005053286508983093,0.005253361937735299,0.005054967550952744,0.005061980032507485,0.0049998242580146825,0.005033980369948742,0.00513683214412878,0.0052278275049259535,0.005222406753961229,0.0052203750463550086,0.005298893197819736,0.005107019664790405,0.004352462680268823,0.0044630936188143
seeds,0.02285212497374536,0.023194014558961702,0.023194014558961702,0.02339318530405151,0.02325910021811222,0.02325910021811222,0.022638988128000453,0.023292693852033593,0.02364805676556195,0.02407839430651286,0.024138936341787716,0.024454323098604947,0.023140012123504288,0.02424022054400064,0.02395467523161361,0.020060637350345502,0.02271484624870202
semeion,0.010430940359237004,0.010251267699995648,0.010362666718356171,0.010309996040670196,0.010254258762855998,0.010323435999623464,0.01039921019872475,0.010447126225903184,0.010450310240793148,0.010649108546916435,0.010466555204811509,0.010613040295841942,0.010690866090514218,0.010274761094493372,0.010122705194556868,0.009270096512787285,0.01043559718067186
soybean,0.014264062871325096,0.014306436433724179,0.013569872214264277,0.013269915366307783,0.013409150088537639,0.013586986401972378,0.013471839189301404,0.013283678257490312,0.013013274835740081,0.013116961802092365,0.013416399547477241,0.01337216064037005,0.012994120978823409,0.012784910994563624,0.013481634588754255,0.018039726771102146,0.012760891902367403
spambase,0.005323936947368005,0.005466866728591744,0.005518910136464851,0.005693349519909762,0.005720911509757091,0.00583841015546752,0.005944121404621683,0.006031265833263658,0.006177869902383219,0.0061539587748547855,0.0062240380231251245,0.006270180501738378,0.006308599846755648,0.006384379979426853,0.006499860383276755,0.006365527749775635,0.006623880118403707
spect,0.03828717643354176,0.03942402916402518,0.03988854685978981,0.04176495561724607,0.043599046447920634,0.04374606799979405,0.04259365232764073,0.04392087760648904,0.04539834027474621,0.04638432341069193,0.04628105751109842,0.04642568237811564,0.04859263390840065,0.04902636204320977,0.048570127378071794,0.049642465767730036,0.04671883841078263
spectf,0.046452083258406045,0.04476439066828877,0.04373820646778866,0.04498140201261963,0.04300019562575178,0.044962124177329726,0.045519897897102174,0.04434265016655836,0.04539941240219668,0.0452419508805324,0.04597311993684256,0.04890521499475595,0.051264285105576644,0.049457021640814454,0.05057610494581541,0.05378452750489726,0.0533837581091004
statlog-australian-credit,0.024544094334100243,0.02375570607412819,0.02407497870830152,0.023573755799056312,0.02217386785316946,0.021437017802284082,0.02075191000318537,0.02127732991441865,0.021384030985687773,0.01912373602526845,0.019638783473018395,0.019337029409189452,0.01920126718104794,0.018914286161314943,0.01879598490280094,0.0072652256268608325,0.019052731497352437
statlog-german-credit,0.020255361448824463,0.020408653785123382,0.02051801967258774,0.020003707269717293,0.020665177177766076,0.020427246401516233,0.020661260608730463,0.020410780060033364,0.021219259923134993,0.02051814670231675,0.020026021074000144,0.01956399138487324,0.020486746429421873,0.020124854633625372,0.02007871496099398,0.023268628939193674,0.019728187880135084
statlog-heart,0.028346796440773713,0.02829899880443358,0.028208594018501502,0.02782310478078249,0.027367526038746752,0.02732362457233876,0.027981018926743876,0.02761143681823358,0.02868560587950566,0.029036738520502713,0.02915590934627883,0.029132848484002154,0.029773731640246926,0.029144025147326433,0.0317964169808876,0.028630735746295485,0.03206594418539143
statlog-image,0.004635699977315516,0.004623416504685817,0.004570937743647608,0.004561030754818064,0.0047331842979895285,0.004800066028511728,0.004767194337175587,0.004740460247556453,0.004701036338409802,0.004764392045836137,0.004796833902284355,0.004796833902284356,0.0046748454932013,0.004643035905268476,0.00483048500233341,0.009076609998586649,0.004588904189251629
statlog-landsat,0.006645270111620911,0.006747737208347451,0.006751773437617713,0.006774986955970449,0.006804873265840881,0.006823422503510437,0.006641515438091966,0.006555554802011652,0.0065071867882935,0.0064716890633364325,0.00630239297101082,0.006106768533993957,0.0058208820523729336,0.005966896335835971,0.005827529198220422,0.006905372809392873,0.0058750106655677745
statlog-shuttle,0.040085087262501186,0.040557306077802106,0.04071524832505722,0.042019423389379376,0.041865742806875404,0.039466315125340753,0.04195513479337574,0.04246586556242275,0.041042044365980794,0.04022793490579369,0.04124281649406081,0.03889840229559232,0.038248970725177106,0.038219855677579934,0.03719529730166095,0.025744993675005712,0.03641351785667431
statlog-vehicle,0.015521002336400238,0.015325242884736077,0.015023673404983154,0.015247321979039679,0.014844105029756334,0.014562612499583374,0.014076713750655213,0.014006680275586195,0.013806349479562654,0.013373679297495307,0.01355873845177749,0.013161274184069163,0.013269781569673643,0.014685195467937992,0.015528810374434971,0.017951426158673137,0.015545183723025676
steel-plates,0.014480150008290364,0.014310747852077671,0.014358459149928959,0.014771041228908297,0.01600234560234515,0.015592016201981824,0.015627654247411898,0.01568929603123924,0.015099772727586511,0.014902472618816262,0.014658491336976508,0.014617213916046942,0.014239102933661037,0.014450014806443671,0.014062311611585023,0.015339398597713896,0.013967610531922947
synthetic-control,0.005942465742938926,0.005942465742938926,0.006026760247467946,0.006026760247467946,0.006026760247467946,0.006006594928152467,0.006090001855940954,0.005851504265668506,0.0057856562848334295,0.006070046635390126,0.005959634332684373,0.006189844605901733,0.0060605712294366666,0.006453488171411209,0.006032055706048188,0.008438796255851018,0.006022520528162006
teaching,0.06593561344138985,0.06623022867540307,0.0650137518677098,0.06564588197062218,0.06540164658529277,0.06603796606496404,0.06806669529680148,0.06772508667067627,0.06531001147445592,0.06773026508659429,0.06782701839094313,0.06924307896090265,0.07256358583986229,0.0725594284219465,0.073826747197215,0.06913443023652953,0.07128919735819257
thyroid,0.0282717653493444,0.02799504204987601,0.029350252316764504,0.02813132099177024,0.02833788807977628,0.02901528045244439,0.02834162948434969,0.0282441471230445,0.028343688923706454,0.02878741131213839,0.029148779593106473,0.028692898949173352,0.02876484565478209,0.02894504080197368,0.029034195661204732,0.0367601130495901,0.029480605313754453
tic-tac-toe,0.005464982766986354,0.005326802082710502,0.005326802082710502,0.005476419785635523,0.005476419785635523,0.005620202019304208,0.005620202019304208,0.005648888508885387,0.005648888508885387,0.005648888508885387,0.005648888508885387,0.005648888508885387,0.005648888508885387,0.005648888508885387,0.005507749130758125,0.005533250291981403,0.005507749130758124
titanic,0.01192045327707555,0.01192397937872789,0.01196130198133286,0.01196130198133286,0.01196130198133286,0.011924736034385052,0.011924736034385052,0.011517859745260673,0.011505250066562547,0.01142855851343092,0.011518996791949808,0.011448094687197477,0.011321436130506618,0.011321436130506618,0.011321436130506618,0.010290700338548824,0.011321436130506618
trains,0.2868026274747789,0.2868026274747789,0.2868026274747789,0.2868026274747789,0.2868026274747789,0.2868026274747789,0.2868026274747789,0.2868026274747789,0.2868026274747789,0.2868026274747789,0.27608198848859394,0.2856732318616829,0.2856732318616829,0.30323921743156135,0.3113051871399349,0.35314677356328905,0.34956869977454935
twonorm,0.0018423122465946972,0.0018801399892436517,0.0018777539630995832,0.0018798301834603056,0.0019111959789035932,0.0018944901727945638,0.001970529859467569,0.0018576281839273383,0.0019104485392771927,0.001873557931496935,0.001872372287132783,0.001962915803237032,0.001978777546754118,0.001946286534503809,0.002039181608156872,0.0016398172479952014,0.0022295760065272996
vertebral-column-2clases,0.041243842596065595,0.041021885748723425,0.04090289904022013,0.04079541525215738,0.04124213629451657,0.040483578964407976,0.04093074873221102,0.04130417501560349,0.04216235760833317,0.04211559702050373,0.04177280562277128,0.04130012362110954,0.04218585439020446,0.04414051506839604,0.04563251272769734,0.042753154873934336,0.046195875973035726
vertebral-column-3clases,0.02976898900057035,0.029397140246798494,0.03002898179110053,0.03022088870921754,0.030197213753287856,0.030454762353715484,0.03056852157268147,0.02974838907363274,0.03054037704972145,0.0299608561617336,0.029875480667453623,0.028244106116083422,0.028977758973268,0.029714692711905393,0.0296917611660358,0.03577962601224715,0.02948649976222364
wall-following,0.002939286133302713,0.002939286133302713,0.0029487350326514545,0.0029613231870181103,0.0029613231870181103,0.0029028054404903933,0.0029185587998681313,0.002935240741132294,0.00398180981569249,0.007091285388909076,0.006181511460400872,0.005068324843666265,0.00535962960687249,0.005523324228110871,0.006294765478536452,0.013352661015514158,0.006873069068481178
waveform,0.004753896328798368,0.004772882041050414,0.0048846998464110464,0.004803315345388281,0.004966418011832532,0.004966659253932927,0.005078011721984801,0.005249609431205908,0.0053385518518477195,0.005328613934220242,0.0053765177559453,0.0056842215599251095,0.005925014110947755,0.006030019970039972,0.006126124304160828,0.005358246758999076,0.0061049444070294554
waveform-noise,0.005946715212062545,0.00608271974956983,0.006102753317187514,0.005995041519455486,0.005926390630523002,0.0060135550209484785,0.005803989902705342,0.005644635179227629,0.0057275082556972525,0.005492233811536433,0.005545697912087983,0.005547686724550558,0.005559922830232141,0.005612982579433997,0.005093160130518472,0.00573965784504013,0.005687559583495943
wine,0.014608339982885373,0.014879733314263245,0.015139379690986025,0.015139379690986025,0.015139379690986025,0.015625747588674885,0.015424286433786013,0.015277379694071232,0.01483830868106684,0.01525405375438382,0.01525405375438382,0.01525405375438382,0.01457665995782717,0.014527662633717001,0.014761180460169774,0.017407258550736847,0.01511485628902295
wine-quality-red,0.018310863012053966,0.018409885342498312,0.01814772885060001,0.01805863889467446,0.018302215169140816,0.018421667254491316,0.01787831877021572,0.01767078803750652,0.017974169894094442,0.01818447145710926,0.018125425174068382,0.017943179420399368,0.017911613126598065,0.01785534460593275,0.01841055478230982,0.02376199930850628,0.017348850444915527
wine-quality-white,0.019231699577049375,0.0192095429833807,0.019175218802359402,0.01931873194565422,0.019361495277346184,0.019241523796367975,0.018922327355643438,0.018320587337566988,0.017701957408355753,0.016492865389434442,0.015072270680582074,0.014967386734766164,0.013518629677648856,0.014001424445887489,0.014038909687756609,0.019657872475437398,0.013822225489736575
yeast,0.04777584223198642,0.04689647833029809,0.04686554593811023,0.04625758468268322,0.045939829226211246,0.04563313942182938,0.04642889755882235,0.04647302400568955,0.04545050280496361,0.04505820349276724,0.04537754291437124,0.04762059464404138,0.04859378371093001,0.047190294867727516,0.05119912259608441,0.023866005049084895,0.050841379003852764
zoo,0.07134806629091617,0.07134806629091617,0.07134806629091617,0.07019626652408073,0.0714466315427701,0.0714466315427701,0.07066089938800885,0.07067293246069828,0.07067293246069828,0.07067293246069828,0.07067293246069828,0.07067293246069828,0.07067293246069828,0.06844508064163128,0.06913391357430153,0.07655802152067553,0.06747037820597171
