TRAINTESTDIFFSBALACC:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_pb,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq
pima,0.0036746268656716336,0.0031104477611940203,0.002977114427860698,0.002443781094527368,0.00243482587064678,0.0023771144278607196,0.002541293532338318,0.0016706467661691481,0.0017194029850746324,0.003940298507462688,0.002625870646766178,0.0026169154228855834,0.0019283582089552312,2.845771144278567E-4,-7.194029850746241E-4,-0.0019144278606965288,-0.00207462686567164
pittsburg-bridges-MATERIAL,0.04450142450142449,0.04422364672364673,0.042549857549857545,0.040598290598290586,0.04670940170940171,0.043931623931623906,0.04086894586894585,0.03920227920227918,0.04003561253561252,0.04214387464387466,0.041695156695156665,0.041410256410256384,0.040847578347578316,0.0383262108262108,0.03609686609686606,0.032763532763532735,0.032763532763532735
pittsburg-bridges-REL-L,0.032284409490291835,0.03734252010395799,0.0342654108176984,0.035482155825293064,0.03296553664200722,0.027902039258248388,0.02861881219724355,0.029466729711827743,0.02737746095589232,-0.05424786723806331,0.02459176928131175,0.02459758832307851,0.02225367829942993,0.01963544202106294,0.012975897861518785,0.006885588993432129,0.004852981078471271
pittsburg-bridges-SPAN,0.019444444444444445,0.013468013468013471,0.011994949494949498,0.013468013468013467,0.016203703703703703,0.010774410774410773,0.0030303030303030294,-8.417508417508416E-4,-0.003072390572390569,-0.06014309764309763,-0.01182659932659932,-0.020496632996633,-0.028072390572390565,-0.03177609427609428,-0.035732323232323226,-0.0385942760942761,-0.04301346801346799
pittsburg-bridges-T-OR-D,0.051731601731601774,0.048593073593073625,0.045833333333333365,0.04983766233766239,0.049837662337662375,0.05146103896103901,0.04832251082251084,0.04718614718614722,0.043668831168831204,0.017478354978355003,0.04053030303030305,0.042911255411255435,0.038528138528138564,0.040151515151515174,0.037391774891774913,0.037012987012987025,0.037391774891774913
pittsburg-bridges-TYPE,2.7777777777779344E-4,-4.1245791245789567E-4,-6.649831649831498E-4,-0.01003787878787877,-0.007058080808080786,-0.007585978835978812,-0.008074194324194296,-0.00974506974506972,-0.013169191919191895,-0.029613997113997103,-0.023125300625300608,-0.02235028860028858,-0.023167388167388146,-0.02915885040885038,-0.031216931216931188,-0.034188311688311664,-0.03957852332852331
planning,0.021153846153846172,0.02230769230769232,0.023974358974358987,0.0235897435897436,0.02012820512820514,0.018974358974358986,0.020769230769230772,0.021666666666666678,0.021410256410256415,0.011282051282051278,0.01897435897435899,0.018205128205128217,0.020384615384615393,0.019487179487179485,0.021794871794871797,0.02282051282051283,0.016538461538461544
plant-margin,-0.022291666666666668,-0.021708333333333343,-0.022000000000000013,-0.021166666666666667,-0.02170833333333334,-0.02187500000000001,-0.022416666666666675,-0.023416666666666665,-0.02454166666666666,-0.027666666666666662,-0.025083333333333336,-0.025541666666666667,-0.02720833333333333,-0.028041666666666663,-0.027916666666666666,-0.02933333333333333,-0.029874999999999995
plant-shape,-0.022041666666666657,-0.02241666666666667,-0.022666666666666672,-0.022999999999999996,-0.023624999999999997,-0.02449999999999999,-0.024166666666666663,-0.025416666666666657,-0.026375000000000013,-0.02795833333333334,-0.026708333333333327,-0.028625,-0.029375,-0.03116666666666667,-0.029999999999999995,-0.030125,-0.02979166666666666
plant-texture,-0.020321428571428535,-0.02041071428571424,-0.020160714285714244,-0.02095238095238091,-0.020863095238095195,-0.021654761904761857,-0.02227976190476187,-0.0222380952380952,-0.022827380952380908,-0.019142857142857128,-0.023035714285714257,-0.023202380952380922,-0.023119047619047584,-0.02328571428571426,-0.02391071428571425,-0.024619047619047582,-0.025166666666666615
post-operative,0.019675925925925944,0.019675925925925944,0.01932870370370372,0.018981481481481495,0.01655092592592594,0.016087962962962978,0.013541666666666678,0.011805555555555569,0.012037037037037046,0.011921296296296293,0.005671296296296314,0.005324074074074091,0.004745370370370384,0.006828703703703712,0.004745370370370381,0.007754629629629634,0.004166666666666667
primary-tumor,0.018835561125034796,0.018687412976886645,0.01757142857142855,0.016390977443608998,0.01517140072403228,0.0149915065441381,0.013024923419660247,0.01216346421609579,0.008814118629908088,-0.027011556669451414,0.005694514062935104,0.003691868560289611,-0.0014891395154553067,-0.005610832637148422,-0.008100807574491782,-0.009293233082706772,-0.012298524087997786
ringnorm,-0.0014573573461251765,-0.0015292609146928759,-0.0015201633892197974,-0.0015471053115522697,-0.0015289102606061164,-0.001519812735133045,-0.0015553262018084416,-0.001600112521000289,-0.0016363272958491936,2.8870519809624333E-5,-0.001627054443332754,-0.0016181322449030477,-0.001690386467557492,-0.0016811136150410447,-0.001708406191460262,-0.0017085815185036305,-0.0017804850870713187
seeds,-0.010476190476190502,-0.010476190476190502,-0.010158730158730185,-0.010793650793650819,-0.011111111111111138,-0.010158730158730181,-0.010793650793650815,-0.010476190476190498,-0.010793650793650819,-0.006031746031746051,-0.011111111111111134,-0.011111111111111134,-0.010793650793650815,-0.010158730158730178,-0.009841269841269857,-0.009206349206349218,-0.008571428571428586
semeion,0.0010760226971549102,0.0011151323997667126,0.0013656327784316359,0.0015307838096164058,0.0019058639763632535,0.0019859781308444865,0.0019063934320614818,0.0021980065046168858,0.002276524355989858,-0.0018304809999606041,0.002283979525189039,0.0020782713015483328,0.001912527755882169,0.0019532072410061124,0.0021615405743394306,0.0020360687978479342,0.0018239217156234926
soybean,-9.071680690037683E-4,-9.089979621380177E-4,-0.001097842933591675,-0.001393512999793145,-0.0019920913761492815,-0.0023624617465196505,-0.003022687189353805,-0.0035782427449093843,-0.0037643632088075973,-0.014690265897995373,-0.004134733579177955,-0.0039036384084692715,-0.005187816745787706,-0.005785419179138943,-0.006303482257588485,-0.0069664728722699165,-0.0072312787409405275
spambase,-8.565827288642895E-4,-0.0010102302050908748,-0.0012860872664718543,-0.001281555741224516,-0.0014774705363677827,-0.0015318763962425598,-0.0016065662054869441,-0.0014797845308529788,-0.0017300037752904082,-7.416261390120638E-4,-0.0016631440850340222,-0.0017847341490231038,-0.0017518746765751677,-0.0016372923892475947,-0.0017239990467533143,-0.0017905434475861423,-0.00196180502504143
spect,0.042761127761127775,0.039996114996115,0.03821844821844822,0.03647019647019648,0.033805638805638825,0.03263680763680765,0.029479409479409482,0.02624375624375624,0.023489843489843506,0.005672105672105676,0.018343878343878347,0.014837384837384844,0.010462315462315467,0.00882839382839384,0.006147186147186153,0.003887778887778885,0.00464479964479965
spectf,0.001743702372633186,5.3118032677781E-4,3.74363581910786E-5,-5.578017370470145E-4,-6.929885860703495E-4,4.974876044058404E-4,2.167149179727749E-4,-0.001007453994875381,-0.0040497820372034235,-0.015534840770689829,-0.005453229509833294,-0.006677398422681454,-0.006699444278060647,-0.008485158563774919,-0.009540447905227773,-0.009438953778576427,-0.011236314931283494
statlog-australian-credit,0.011505736505736495,0.012073612073612065,0.011827211827211819,0.010639485639485625,0.012189112189112174,0.012726187726187718,0.013136213136213125,0.011648186648186626,0.010215985215985204,0.0012551012551012522,0.010318010318010301,0.009748209748209728,0.00821205821205818,0.008527758527758509,0.00738815738815737,0.006841456841456833,0.005749980749980734
statlog-german-credit,0.003777777777777791,0.0024285714285714206,0.0019365079365079288,0.001571428571428568,4.1269841269840163E-4,-1.5873015873018407E-4,-7.61904761904771E-4,-0.001111111111111111,-0.0020158730158730378,-0.005999999999999979,-0.00171428571428572,-0.0026349206349206345,-0.00357142857142857,-0.003888888888888875,-0.004365079365079357,-0.005507936507936506,-0.006523809523809517
statlog-heart,0.026888888888888886,0.02722222222222222,0.02461111111111113,0.023277777777777797,0.021500000000000026,0.020722222222222253,0.01900000000000002,0.016611111111111125,0.012833333333333348,-0.001611111111111115,0.010999999999999994,0.01194444444444445,0.011666666666666669,0.011,0.010277777777777775,0.009222222222222213,0.009222222222222217
statlog-image,-0.0013275613275613367,-0.0012409812409812538,-0.0013852813852814041,-0.001327561327561333,-0.0013852813852813857,-0.001385281385281393,-0.0013564213564213668,-0.0014141414141414196,-0.0015584415584415665,-6.349206349206216E-4,-0.001471861471861465,-0.0015295815295815252,-0.0015584415584415665,-0.0015295815295815363,-0.0015295815295815363,-0.0016161616161616192,-0.0018181818181818225
statlog-landsat,-0.006434627299388844,-0.0065300661306429714,-0.006420803670689087,-0.0064483551921864874,-0.006595360419205487,-0.00655213460786526,-0.006453281434130609,-0.006698602555847828,-0.006719482343614898,-0.004354964613751478,-0.006931178357754105,-0.007109813691003264,-0.007258624759376734,-0.007198421232207801,-0.00722735648445344,-0.007202614412482033,-0.007201607351840714
statlog-shuttle,-0.03069081352485514,-0.031102698325271527,-0.031351802618151466,-0.031912398797740854,-0.032706512724351176,-0.03265403266569335,-0.032930050049391014,-0.03274241100423454,-0.03270802407233037,-0.007786710182044217,-0.032953795915936133,-0.03252458237005265,-0.031003894598737147,-0.0319143901136094,-0.03344181457060115,-0.03138552194126735,-0.03275794436350522
statlog-vehicle,-0.01116086805197359,-0.01124680531975265,-0.011884996173727354,-0.012430678362491298,-0.012498097111751861,-0.012496117921468475,-0.012803437894805977,-0.012882855928352461,-0.012965370241176626,-0.004265460171697514,-0.012883443614301644,-0.013112855129876673,-0.01330900658344258,-0.013082480363032582,-0.013564155489462755,-0.014031486027547991,-0.014191191821276627
steel-plates,-0.004248764419529827,-0.004865666144390901,-0.005066159249587617,-0.0049532530455597655,-0.004867223483885382,-0.004921256745722735,-0.005597985798116071,-0.005085283976368804,-0.0055593318799504465,-0.008264471803359215,-0.005673024961699206,-0.005210430754940257,-0.0047204782209325745,-0.004692009288659179,-0.0039450185717968544,-0.003886252082902297,-0.003608139223352432
synthetic-control,4.444444444444362E-4,3.3333333333332253E-4,1.1111111111110628E-4,4.444444444444288E-4,6.666666666666524E-4,6.666666666666524E-4,5.555555555555351E-4,4.444444444444214E-4,2.2222222222220884E-4,-0.006444444444444452,-7.401486830834377E-18,-4.444444444444436E-4,-4.444444444444436E-4,-4.444444444444399E-4,-9.999999999999788E-4,-9.999999999999712E-4,-0.0011111111111110849
teaching,0.02073646723646722,0.017693732193732176,0.016803418803418783,0.01285327635327632,0.006713675213675193,0.0043290598290598005,0.00126638176638173,-0.003928774928774957,-0.0030384615384615545,-0.03960968660968663,-0.007292022792022812,-0.009497150997151026,-0.01444729344729347,-0.01581339031339035,-0.018824786324786354,-0.019756410256410287,-0.026927350427350456
thyroid,0.004455057431707909,0.004047022477697396,0.0041336006745427475,0.004123599674442757,0.004355144568062545,0.004552733516760095,0.004709699187135393,0.004833566995603004,0.004495441904937828,4.345196174934599E-4,0.004890380997240636,0.004110265007642725,0.004030115339105067,0.0038489559188152446,0.002528456529955462,0.001999648629085012,0.0018051545419951207
tic-tac-toe,-4.1058803905724696E-5,1.2189332409506814E-5,-4.1058803905720996E-5,-1.4146041033142137E-4,-2.951101530723532E-4,-1.9470854664664915E-4,-1.9470854664664915E-4,-9.43069402209451E-5,-1.9470854664664546E-4,-0.001536497427409315,-6.96716578775162E-4,-5.491615022389928E-4,-5.491615022389928E-4,-5.491615022389928E-4,-6.024096385542206E-4,-4.0160642570281625E-4,-6.024096385542206E-4
titanic,2.8149630760961514E-4,2.8149630760961514E-4,1.9201084899663767E-4,1.6963948434339053E-4,1.718451118444153E-4,4.132037783850443E-4,6.12025343120215E-4,6.857563195830196E-4,7.147445667393374E-4,-0.0035891639963704517,5.827220063208978E-4,5.156079123611675E-4,8.083261907113578E-4,-1.4503328444135006E-4,-2.0994175090005562E-4,-2.0994175090005562E-4,-1.8095350374374152E-4
trains,0.23611111111111122,0.23055555555555565,0.19722222222222233,0.18611111111111123,0.19166666666666676,0.1972222222222223,0.20277777777777783,0.18055555555555564,0.17777777777777787,-0.5277777777777777,0.17777777777777787,0.1472222222222223,0.10000000000000007,0.06944444444444449,0.050000000000000044,0.044444444444444495,-0.23611111111111108
twonorm,6.535616606745287E-4,6.265053994120103E-4,5.724415585046512E-4,6.175012417129663E-4,6.265053836011725E-4,6.085019458445455E-4,5.905082475599695E-4,5.995075276175599E-4,5.905033699185306E-4,-2.3171788452935882E-4,5.905131093905706E-4,6.085116537120109E-4,6.265637572755E-4,5.995415762767963E-4,5.184311977852111E-4,5.094075769187745E-4,5.003839402585753E-4
vertebral-column-2clases,-0.004349206349206317,-0.004968253968253944,-0.005126984126984102,-0.005619047619047594,-0.006936507936507915,-0.0075714285714285475,-0.008873015873015847,-0.009507936507936481,-0.010825396825396797,-0.011158730158730146,-0.012746031746031724,-0.014222222222222207,-0.014555555555555537,-0.01520634920634919,-0.01717460317460316,-0.01599999999999998,-0.014666666666666642
vertebral-column-3clases,0.00422222222222222,0.0020000000000000018,8.888888888888946E-4,7.407407407410046E-5,-0.0027407407407407103,-0.002740740740740714,-0.005629629629629622,-0.005999999999999991,-0.006814814814814803,-0.007629629629629645,-0.006296296296296282,-0.008740740740740738,-0.009259259259259248,-0.007185185185185172,-0.008222222222222216,-0.010296296296296303,-0.009777777777777778
wall-following,-4.5060333675209414E-4,-4.4465013494123423E-4,-4.3503469429479656E-4,-6.037520684533264E-4,-5.584628577314973E-4,-4.911703015896903E-4,-6.840724201546652E-4,-5.94805471223514E-4,-6.508072369656855E-4,-4.562354793940071E-4,-5.244974365380406E-4,-2.2568217861208552E-4,-7.761450849382474E-5,-2.529432299607966E-4,-6.427772698296049E-5,-2.236622048257586E-4,-2.8480954065637223E-4
waveform,0.0019241772758369284,0.0018304852854476583,0.0016842771224595246,0.0016854855006791995,0.0016090290543844552,0.0016109937305415249,0.0013851293895551324,0.0013319130340970617,0.0011465439531152275,-1.8670178233793911E-4,0.0010276029495984828,0.001040046891888998,9.604646824387627E-4,7.734773372603162E-4,7.4573593577321E-4,7.584897957228017E-4,7.204875141350338E-4
waveform-noise,0.0026940527729918135,0.002638964557896802,0.0025856706054360077,0.0024919891929813475,0.0022532497332403293,0.0020662537126283965,0.001971715872318521,0.0019170038532770994,0.001849353046164822,-0.0010460957632080954,0.0018093809910304294,0.0017025495725406495,0.0016876539830114649,0.0016891789174959039,0.001527668011302959,0.0014865213638670994,0.0013384621267520638
wine,-2.995195523931941E-5,6.04968679681317E-4,6.04968679681317E-4,2.963267043726773E-4,-8.68150580794295E-5,-8.68150580794295E-5,-8.68150580794295E-5,2.2182691722921383E-4,-8.68150580794258E-5,-0.012246700723712216,-9.563340023109879E-5,-9.563340023109879E-5,-9.563340023109879E-5,-4.130937176914151E-4,-7.922824302134608E-4,-7.922824302134608E-4,-0.0019470291309371724
wine-quality-red,-0.006957884109428658,-0.007425676318044005,-0.00796629369232187,-0.008485130087633219,-0.008408048042656572,-0.007969417289449714,-0.007699038598691072,-0.00816378512096338,-0.009583120462205424,-0.006125049382710396,-0.010535069674858252,-0.010377726720002445,-0.010797661672631683,-0.01078593216500259,-0.010537424008433912,-0.010195720858228943,-0.008382761521819443
wine-quality-white,-0.010387561287470431,-0.010540993392397146,-0.010343224662130963,-0.010667075847632906,-0.011028339845902265,-0.011284555793733596,-0.011758317614478308,-0.011997393736548912,-0.011891251524277563,-0.007313333410871595,-0.011900658912131212,-0.011153862878144936,-0.011481690984397185,-0.011961109252948876,-0.011629366345138949,-0.012734632581385729,-0.013062145369961503
yeast,-0.04966794153663269,-0.04998624959277817,-0.04978364564060736,-0.050172553751216334,-0.05165418561258419,-0.05157302238814362,-0.05188808067106299,-0.053674636454849246,-0.054285272563778644,-0.02656363254959197,-0.05512307530542786,-0.05982837338446841,-0.06187410927734197,-0.06580569586925572,-0.06563905331803206,-0.06492907322162529,-0.06603974562805173
zoo,-0.05325396825396825,-0.05325396825396825,-0.05325396825396825,-0.05325396825396825,-0.054444444444444434,-0.056111111111111105,-0.056111111111111105,-0.05690476190476191,-0.05452380952380952,-0.06282312925170072,-0.05690476190476191,-0.05690476190476191,-0.058095238095238096,-0.05730158730158729,-0.05730158730158729,-0.058888888888888886,-0.059682539682539684
