TRAINBALACC:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_pb,CAWPE_eq
post-operative,0.33182870370370376,0.3314814814814815,0.32858796296296305,0.32893518518518516,0.3267361111111111,0.3263888888888889,0.3269675925925926,0.32662037037037034,0.3252314814814815,0.32280092592592585,0.32199074074074063,0.321412037037037,0.31747685185185176,0.3141203703703704,0.3087962962962963,0.31273148148148144,0.305324074074074
primary-tumor,0.31026970203286,0.310389306599833,0.308687134502924,0.3092481203007519,0.30954121414647723,0.30942160957950426,0.3084486215538847,0.3068813700918964,0.3058607630186578,0.30379365079365084,0.30247660818713457,0.3024178501810081,0.2985147591200223,0.2972766638819271,0.2952018936229463,0.29004441659704816,0.2883933444722918
ringnorm,0.9268684797820647,0.9267156920041518,0.926060611727743,0.9252683672610644,0.9247333080862393,0.9240371233585492,0.9234537908044473,0.9229023093298921,0.9221744878112638,0.9218128465631225,0.9211452206627205,0.9204436592390339,0.919224415498599,0.9159102863207502,0.9082307475321745,0.7601888389141879,0.8998102766582823
seeds,0.9425396825396827,0.942857142857143,0.942857142857143,0.9425396825396827,0.9425396825396827,0.9425396825396827,0.9422222222222223,0.9415873015873016,0.9409523809523811,0.9406349206349207,0.9400000000000001,0.9390476190476191,0.9371428571428573,0.935873015873016,0.9346031746031748,0.9174603174603176,0.9336507936507937
semeion,0.9303792329395351,0.9304640814074712,0.9304559775472223,0.9306264314161645,0.9302872141987826,0.9303288397673068,0.9304537986691643,0.9304548815967592,0.9304564638752404,0.9299926658419975,0.9299434768622532,0.929897994918037,0.9297247806238664,0.9295473188451386,0.9286529896953596,0.9259095927968995,0.9273902643236327
soybean,0.9262818198083898,0.9262183021844858,0.9256188291937085,0.9257003204346201,0.9267067209941607,0.9269292243809153,0.9274436276730964,0.9277643759890138,0.927068447297916,0.926884156727152,0.9264744233222495,0.9257925644761397,0.9254287410567607,0.9255970505608189,0.9253370837428808,0.8923647912295254,0.9249890787330403
spambase,0.9264307348955841,0.9261741163379689,0.9260683334336266,0.9258834508874887,0.9257178879735817,0.9253637738948484,0.925197287228034,0.9250997917069158,0.9247944253887415,0.9246785339883007,0.9245313669537165,0.924499167566666,0.9242296692542309,0.9241321737331126,0.9239785668211181,0.8972465037272112,0.9237228720164101
spect,0.6974458874458874,0.6974025974025972,0.696796536796537,0.6951515151515152,0.6944588744588746,0.6943722943722945,0.6931601731601733,0.6906926406926408,0.6875324675324676,0.684935064935065,0.683982683982684,0.6836363636363636,0.682943722943723,0.6798268398268398,0.6808658008658011,0.6975324675324674,0.6790909090909093
spectf,0.7914162590263218,0.7915734917307244,0.7909562077801072,0.7900361052876776,0.791101793617517,0.7911134404845097,0.789878872583275,0.7898788725832752,0.7884754251106453,0.7872408572094106,0.7870836245050081,0.783851618914512,0.7813824831120428,0.7790705800139764,0.7749068250640577,0.7862799906825065,0.7694735616119263
statlog-australian-credit,0.5167763917763917,0.5158427658427658,0.5158504658504657,0.5154385154385153,0.5159043659043658,0.5157291907291907,0.5142892892892893,0.5137175637175638,0.5144817894817896,0.5135539385539386,0.5137002387002387,0.5132228382228382,0.5125471625471626,0.5134923384923386,0.5152671902671903,0.498987448987449,0.5144644644644644
statlog-german-credit,0.6707936507936508,0.6699682539682539,0.6679523809523811,0.6673174603174602,0.6659841269841268,0.6647460317460318,0.6646031746031746,0.6633174603174602,0.662111111111111,0.662079365079365,0.6616190476190477,0.6609206349206347,0.6584285714285715,0.6575714285714286,0.6573650793650793,0.6736031746031745,0.6566507936507937
statlog-heart,0.829388888888889,0.8301666666666667,0.8292777777777779,0.828777777777778,0.8276111111111111,0.8271666666666665,0.8265555555555555,0.8259444444444444,0.8231666666666666,0.8211666666666666,0.8218333333333331,0.8194444444444444,0.8179999999999998,0.8164444444444443,0.8150555555555553,0.8284444444444444,0.8138888888888886
statlog-image,0.9700721500721499,0.9700144300144298,0.9699567099567098,0.9698701298701295,0.9696103896103895,0.9694949494949493,0.9693506493506491,0.9692063492063492,0.9691486291486291,0.9689754689754689,0.968975468975469,0.968975468975469,0.9689466089466089,0.9688311688311686,0.9687445887445884,0.9182683982683985,0.9685425685425683
statlog-landsat,0.878533814396958,0.8783589407742525,0.8779828556175139,0.8776868967778239,0.8774416849111327,0.877379380795002,0.8770060393438949,0.8767036524905317,0.8762430112142104,0.8758815573926525,0.875405073144364,0.8750687795485678,0.8742082647471935,0.8735610037427132,0.8726810786430802,0.8129682357311528,0.8720437293770605
statlog-shuttle,0.779232811920994,0.7777239417062414,0.7759229574017877,0.7725313164066309,0.771682691837391,0.7696899525723055,0.7669355174649293,0.7653220720867779,0.7644929404341168,0.7627354952866785,0.7604273720373786,0.7592959282959283,0.757292193468664,0.7538582496523131,0.7544998211615048,0.5925338811273841,0.7531216699010005
statlog-vehicle,0.8056525528786216,0.8058782910656,0.8057242687778289,0.8064427087795619,0.8068367971348901,0.8062105534020022,0.8055990868137456,0.8056039777207772,0.8044992459163596,0.804495925005056,0.8038792627387488,0.8026376741760303,0.8006916687211392,0.7968369066581805,0.7936394324741073,0.701042795290819,0.7901058055697863
steel-plates,0.7528071714288758,0.7528807510657264,0.7528670936863626,0.7525534873559916,0.7528102317759923,0.7534594936453897,0.7533921240109677,0.7528640244015127,0.7521263146640736,0.7520542538639624,0.7516318325326516,0.7514540323308235,0.7500164583659981,0.7496151217028871,0.7491951440584613,0.6929949032433875,0.7490117279667868
synthetic-control,0.9872222222222221,0.9872222222222221,0.9873333333333333,0.9873333333333333,0.9873333333333333,0.9872222222222221,0.9873333333333333,0.9874444444444443,0.9874444444444443,0.9872222222222222,0.987,0.9866666666666666,0.9864444444444445,0.9870000000000001,0.9867777777777778,0.9775555555555557,0.9855555555555555
teaching,0.5458376068376068,0.5467450142450142,0.5462820512820513,0.5462464387464387,0.5445227920227922,0.5440797720797721,0.5426923076923077,0.5414301994301994,0.5382834757834759,0.5378233618233618,0.5316353276353277,0.5293917378917381,0.5254957264957265,0.5215099715099715,0.5188931623931624,0.5019957264957264,0.5099928774928775
thyroid,0.8184941981626135,0.8142622909925007,0.8098765130136202,0.8056295120082987,0.8015654295916758,0.7977475624286718,0.7940291305191285,0.7897446010970924,0.7861243228827861,0.7825433322536025,0.7792918014081835,0.7762036647614475,0.7726730596055941,0.7698428983809854,0.7667416658725414,0.7351248310181115,0.7645384662440402
tic-tac-toe,0.9763052208835339,0.9762048192771082,0.9762048192771082,0.9761044176706826,0.9761044176706826,0.9760040160642569,0.9760040160642569,0.9759036144578311,0.9759036144578311,0.9759036144578311,0.9759036144578311,0.9759036144578311,0.9759036144578311,0.9759036144578311,0.9760040160642568,0.9751004016064255,0.9760040160642569
titanic,0.7079021331568829,0.7079043387843841,0.7078819674197306,0.7078819674197306,0.7078819674197306,0.7078885843022338,0.7078885843022338,0.7081746856980808,0.7081277373412733,0.7081567255884296,0.7082506223020446,0.7083221476510065,0.708371301635315,0.708371301635315,0.708371301635315,0.6994196048775877,0.708371301635315
trains,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.6916666666666667,0.6833333333333333,0.6833333333333333,0.6666666666666666,0.6583333333333333,0.5166666666666667,0.525
twonorm,0.9770110955585025,0.9769660602318628,0.9769119622948635,0.9768308811663755,0.9767858166055088,0.9767947915131873,0.9767228022292855,0.9766417064836836,0.9764794857582539,0.9764523710127437,0.9764252855014607,0.976389225082499,0.9763531061950833,0.9762180440665041,0.975983658651811,0.9774521669578395,0.9756412966198218
vertebral-column-2clases,0.818126984126984,0.8177777777777779,0.8180952380952384,0.8182698412698415,0.8175873015873016,0.8164285714285714,0.8166031746031747,0.8167619047619046,0.8164285714285716,0.816904761904762,0.8146349206349207,0.813809523809524,0.8137936507936508,0.8141111111111113,0.8114761904761905,0.7726349206349208,0.8081904761904762
vertebral-column-3clases,0.8159259259259259,0.8163703703703704,0.8152592592592591,0.813851851851852,0.8132592592592595,0.8135555555555557,0.8130370370370372,0.8111851851851852,0.8098518518518518,0.8077037037037038,0.8054814814814812,0.8051851851851851,0.803111111111111,0.8013333333333333,0.8008888888888888,0.7620740740740742,0.7994074074074075
wall-following,0.9902435514673915,0.9902435514673915,0.9902637290299418,0.9902392772127292,0.9902392772127292,0.9902753580831677,0.9902396668582037,0.9902245428412649,0.9898537188323245,0.9826376544168176,0.9658717823108738,0.9543946500038961,0.9442695304885836,0.9382765114088862,0.92814710498115,0.6466022699353661,0.9151610600020412
waveform,0.864870286795224,0.8646708974961631,0.8643241029405101,0.8643084490596531,0.863868914041298,0.8634154179648872,0.8628289956891024,0.8626672409712229,0.8621206687132765,0.8618514164402916,0.8612886580736918,0.8608194985024832,0.8601626952536122,0.8595991839231222,0.8590632639891583,0.8662668393798165,0.8576507148059265
waveform-noise,0.860526342194623,0.8604613259694871,0.860340611132813,0.8600210640645897,0.8599929048843649,0.8598458575828601,0.859514938466278,0.8592091285823731,0.8588753636658502,0.8584905636935469,0.8582269519158067,0.8579346425372764,0.857267862578494,0.8567786615434929,0.8560631213769678,0.8606555794344039,0.8553608702621183
wine,0.9746446816274402,0.97432722130998,0.9740097609925196,0.9740097609925196,0.9740097609925196,0.9733748403575989,0.9733748403575989,0.9736923006750593,0.9741552636380223,0.9741552636380223,0.9741552636380223,0.9741552636380223,0.9738378033205619,0.9741552636380223,0.973388980113118,0.967478562306148,0.9730715197956578
wine-quality-red,0.2891188203527622,0.289156013332822,0.2896605905801308,0.289532660387968,0.2876828232744393,0.2881055199276971,0.2877548416324617,0.2878256201515161,0.28877938247613705,0.28889075652767343,0.28885527664432337,0.28920337675746743,0.2891018999656592,0.2896666860172607,0.2898638050903095,0.2768408697330267,0.2883717092388492
wine-quality-white,0.33002741255796103,0.3297607684341008,0.32954392930732446,0.3291315533424173,0.3286122526086059,0.3275529438085959,0.3260158848636269,0.323419030349242,0.32114736781291886,0.31787227145319147,0.31528085165905506,0.31347445042754957,0.31164679751303265,0.30980558498125854,0.30808621855952406,0.2127315711339066,0.3072442222891866
yeast,0.540466744731498,0.5393900170146785,0.5396446763978713,0.537987588305167,0.5384830799320016,0.5390493907557233,0.5337573050293731,0.5318076128046135,0.5287867431431378,0.5284461076717634,0.5285767128170086,0.524886211949893,0.5235812864641901,0.5184374935195855,0.5113404938242609,0.557342272091513,0.5104009790595244
zoo,0.8323809523809523,0.8323809523809523,0.8323809523809523,0.8300000000000001,0.8276190476190478,0.8276190476190478,0.8285714285714286,0.8283333333333334,0.8283333333333334,0.8283333333333334,0.8283333333333334,0.8283333333333334,0.8283333333333334,0.8271428571428572,0.8261904761904763,0.8180952380952379,0.8250000000000001
