TRAINTESTDIFFSACC:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_pb,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq
pendigits,-1.677282270377593E-4,-1.8607888159465717E-4,-1.3769777647209362E-4,-1.7422031319797398E-4,-2.1076271352249803E-4,-1.7442557038405878E-4,-1.6854925578214293E-4,-1.868866679399154E-4,-1.6275239557483518E-4,-1.0224125287397282E-4,-5.3873390150508774E-5,5.149637951152863E-5,-6.0080764730000937E-5,-6.023305231968775E-5,-7.252199868721018E-5,-4.2438578525128E-5,-1.9424613124138234E-4
pima,-0.0012152777777777715,-0.001822916666666674,-0.0019097222222222248,-0.002170138888888895,-0.0026909722222222135,-0.0024305555555555543,-0.00208333333333333,-0.002864583333333333,-0.0024305555555555543,-0.0028645833333333483,-0.0030381944444444566,-0.0011284722222222247,-0.004166666666666678,-0.0053819444444444565,-0.005989583333333329,-0.005902777777777779,-0.006423611111111113
pittsburg-bridges-MATERIAL,0.03129154795821462,0.028727445394112056,0.028727445394112056,0.02616334283000949,0.024216524216524208,0.02041785375118708,0.018494776828110165,0.019658119658119658,0.019634377967711295,0.018376068376068373,0.01578822412155745,0.007336182336182336,0.015764482431149102,0.013841405508072184,0.013176638176638193,0.013746438746438756,0.014363722697056037
pittsburg-bridges-REL-L,0.060566037735849086,0.05805031446540882,0.05745911949685536,0.05627672955974845,0.05694339622641512,0.05031446540880506,0.0496477987421384,0.04387421383647802,0.04442767295597488,0.046238993710691866,0.04420125786163524,0.01605031446540884,0.034943396226415145,0.027761006289308214,0.019761006289308217,0.01583647798742142,0.007874213836478027
pittsburg-bridges-SPAN,-0.00362318840579711,-0.0050724637681159495,-0.013043478260869571,-0.011594202898550732,-0.011594202898550735,-0.013043478260869578,-0.013043478260869578,-0.016666666666666673,-0.016666666666666673,-0.020289855072463774,-0.017391304347826094,-0.040579710144927526,-0.019565217391304353,-0.02463768115942029,-0.023913043478260863,-0.028985507246376798,-0.0326086956521739
pittsburg-bridges-T-OR-D,0.022875816993464047,0.02222222222222222,0.020261437908496726,0.018954248366013064,0.018954248366013064,0.018300653594771236,0.017647058823529408,0.016993464052287577,0.013071895424836595,0.013725490196078423,0.01045751633986927,0.005882352941176461,0.009150326797385607,0.0071895424836601165,0.0058823529411764575,0.00522875816993463,0.005228758169934633
pittsburg-bridges-TYPE,0.0489106753812636,0.04829339143064634,0.041975308641975316,0.04270152505446623,0.04150326797385621,0.037109658678286146,0.027087872185911393,0.024582425562817704,0.020769789397240355,0.019462599854756693,0.020116194625998528,-0.006245461147421938,0.011074800290486556,0.0066811909949164765,0.007770515613652864,0.005301379811183728,0.004502541757443714
planning,3.663003663003724E-4,7.326007326007449E-4,-3.663003663003539E-4,1.4802973661668754E-17,1.4802973661668754E-17,-3.6630036630035757E-4,-0.00219780219780219,-0.003296703296703289,-0.002564102564102559,-0.004395604395604388,-0.005494505494505483,-0.010989010989010983,-0.005860805860805858,-0.008791208791208796,-0.012454212454212462,-0.00879120879120879,-0.0069597069597069575
plant-margin,-0.018625000000000006,-0.018750000000000003,-0.02029166666666666,-0.02125,-0.021208333333333343,-0.021000000000000015,-0.021333333333333336,-0.021083333333333343,-0.021333333333333346,-0.022333333333333337,-0.021875000000000023,-0.021333333333333322,-0.02141666666666666,-0.021916666666666678,-0.022124999999999995,-0.023374999999999993,-0.02462500000000001
plant-shape,-0.015083333333333344,-0.015166666666666677,-0.015250000000000012,-0.01491666666666667,-0.015083333333333341,-0.014708333333333327,-0.014750000000000011,-0.014333333333333342,-0.014624999999999999,-0.014000000000000009,-0.015291666666666674,-0.014249999999999992,-0.015291666666666667,-0.01691666666666667,-0.016708333333333332,-0.01670833333333333,-0.018791666666666672
plant-texture,-0.011417136003337514,-0.012751147267417613,-0.013168283270755114,-0.013710262828535673,-0.01333505423445975,-0.014377607425949087,-0.014419326241134749,-0.015002555277430133,-0.014293961201501873,-0.013918700458906981,-0.013960054234459755,-0.02074681894034209,-0.014126929495202344,-0.015127190237797239,-0.014876095118898617,-0.014041197329995833,-0.015291927409261588
post-operative,0.0029629629629629598,7.407407407407344E-4,-0.002222222222222229,-0.0014814814814814873,-0.0044444444444444505,-0.006666666666666665,-0.006666666666666669,-0.0074074074074073955,-0.008888888888888884,-0.0162962962962963,-0.019259259259259257,-0.03259259259259258,-0.019999999999999997,-0.02814814814814814,-0.03407407407407407,-0.04592592592592594,-0.04444444444444447
primary-tumor,0.015897040275277666,0.01651543538689492,0.013477339798929748,0.014485140149149553,0.01369163513463869,0.012678936605316965,0.011836449799786925,0.010010653539546666,0.008374661719505773,0.0037201670279073786,0.0020596843123568704,-0.00986493271126458,0.0012171975068268374,-6.771732608402859E-4,-0.005190845303258518,-0.005746788631326314,-0.013630407895864715
ringnorm,0.006630630630630622,0.006612612612612593,0.006117117117117117,0.005747747747747748,0.005837837837837834,0.005369369369369381,0.0051261261261261295,0.005243243243243245,0.005198198198198197,0.00536936936936937,0.005513513513513509,-0.00218018018018018,0.00542342342342342,0.005045045045045034,0.004477477477477487,0.003666666666666666,0.0031441441441441343
seeds,-0.007936507936507927,-0.007936507936507927,-0.008571428571428567,-0.008888888888888884,-0.00825396825396824,-0.007301587301587291,-0.007936507936507927,-0.008888888888888884,-0.008888888888888887,-0.008888888888888887,-0.009841269841269836,-0.010476190476190469,-0.010158730158730152,-0.011428571428571425,-0.012063492063492064,-0.013333333333333334,-0.013650793650793658
semeion,0.0015597940311055103,0.0013105296343001356,0.0012688629676334661,0.0013953341740226962,9.340584279108851E-4,9.760928961748554E-4,0.0010188629676334455,0.0011855296343001199,0.0013938629676334671,0.0013064838167297346,0.0015977826817990834,0.0014787725935266856,0.0016390815468684372,0.0018876103404791955,0.0023861391340899486,0.001378415300546428,5.757145859604924E-4
soybean,-0.004831932773109238,-0.0050245812610758556,-0.005318698908134681,-0.005415023152117992,-0.005119190533356203,-0.004827645343851835,-0.005020293831818445,-0.0051166180758017415,-0.005508774938546838,-0.0052180872348939426,-0.005706568341622353,-0.009197679071628629,-0.006098725204367457,-0.006293088664037027,-0.005707425827473833,-0.005906076716400839,-0.006104727605327835
spambase,-0.0028828549653899765,-0.0030278139939156883,-0.0030423256429151706,-0.0030278958738796527,-0.003071411925501836,-0.003433705572246474,-0.0034047830495877673,-0.003390334385175953,-0.0035932581297356474,-0.0037526532257556606,-0.0037527036134258006,8.57755607202911E-4,-0.003622325516946012,-0.0038831761867870926,-0.0037673223362243067,-0.00360802171708583,-0.0037529870440703252
spect,0.01209652920179238,0.01310093415356575,0.012846510214931283,0.011080732133363724,0.010826308194729265,0.011327561327561346,0.01031746031746034,0.008545986177565145,0.005263157894736866,0.002737905369484339,0.001477177792967277,0.0013081947292473768,0.002726513252829055,0.00397584871269084,6.949191159717593E-4,4.5188729399256997E-4,-8.145363408521197E-4
spectf,0.00566902330452997,0.005670893652040532,0.006912804399057337,0.007907829274679227,0.007157819922941674,0.008158455841095268,0.007408446489357716,0.006910934051546769,0.006402199528672414,0.007393483709273174,0.007391613361762602,8.323046422025045E-4,0.006390977443609006,0.006383496053566725,0.00612912879212956,0.0038791007369169037,8.622302023715796E-4
statlog-australian-credit,0.0028019323671497507,0.002222222222222222,9.661835748792314E-4,2.8985507246375906E-4,1.9323671497584554E-4,9.661835748791351E-5,-0.0017391304347826098,-0.0019323671497584554,-0.0013526570048309112,-0.0033816425120772988,-0.004927536231884063,-0.001932367149758448,-0.003961352657004831,-0.005700483091787437,-0.005120772946859897,-0.0036714975845410615,-0.005990338164251219
statlog-german-credit,-0.0013333333333333346,-0.0013333333333333346,-0.002133333333333335,-0.0018000000000000017,-0.0017333333333333348,-0.0018666666666666684,-0.002200000000000002,-0.003133333333333336,-0.0035333333333333367,-0.0032666666666666695,-0.0028666666666666693,-0.004733333333333338,-0.0028000000000000026,-0.004466666666666671,-0.004933333333333337,-0.004866666666666671,-0.004733333333333338
statlog-heart,0.011358024691358022,0.012345679012345678,0.011358024691358022,0.010864197530864195,0.009629629629629629,0.009629629629629629,0.009382716049382718,0.009382716049382718,0.007160493827160489,0.006172839506172837,0.006172839506172837,0.005925925925925934,0.005185185185185178,0.0037037037037036943,0.0024691358024691245,9.876543209876446E-4,0.0012345679012345586
statlog-image,2.597402597402709E-4,8.658008658009031E-5,1.1544011544012041E-4,1.1544011544012781E-4,5.772005772007871E-5,2.2204460492503132E-17,-2.3088023088021492E-4,-3.1746031746031264E-4,-2.886002886002862E-4,-5.194805194805271E-4,-4.3290043290044786E-4,-6.349206349206363E-4,-3.4632034632036123E-4,-3.1746031746032E-4,-4.906204906204858E-4,-3.1746031746032E-4,-4.3290043290042564E-4
statlog-landsat,-0.0031664835190311196,-0.0028765190821289626,-0.0027731604481475752,-0.0025972479169854234,-0.0025352037575403497,-0.0023178028775043677,-0.002359436121659486,-0.002442451458148842,-0.0025255730511777727,-0.0024947006965792364,-0.002515749151106857,-0.002317996071212754,-0.0023502980592533048,-0.002713299377607166,-0.0030140247040658873,-0.003149144383704346,-0.0030977741766470466
statlog-shuttle,-1.9765913688922036E-5,-2.206634968878E-5,-1.746991684883348E-5,-2.6667380229887053E-5,-2.666849001982848E-5,-3.0120491621658344E-5,-2.552437586456069E-5,-2.4376932339483424E-5,-3.0125882029915137E-5,-3.587451463752389E-5,-3.58780025487652E-5,-0.0024117133685852333,-4.047792329993453E-5,-4.507800259250609E-5,-4.2782005752447135E-5,-3.818620707819094E-5,-4.393594947572632E-5
statlog-vehicle,0.0010376613311872266,9.538287281291395E-5,-6.915258278935244E-4,-9.240215803749711E-4,9.985394497600276E-5,-6.892902918119762E-4,-6.922710065873861E-4,-0.001399818176398689,-0.002820128766878301,-0.0034490595844883748,-0.00321619124265999,-0.012667665206116415,-0.0034580017288145712,-0.004096247280097764,-0.006394378371933592,-0.006488270887358808,-0.008234597156398116
steel-plates,0.003783226524311271,0.0037484021115485435,0.003336348617853024,0.002271655900826878,0.0020664254439050917,0.0023760229671248947,0.0019297820926074609,0.0019974136503204233,0.0015841922647334787,0.001445850161593772,6.203629383310539E-4,4.5738893348111763E-4,6.541256311924926E-4,2.742422505064475E-4,-2.7562248637813536E-4,-3.1182713501254713E-4,-8.626474198083008E-4
synthetic-control,-0.00266666666666668,-0.00266666666666668,-0.00255555555555557,-0.00244444444444446,-0.0022222222222222365,-0.0023333333333333426,-0.0023333333333333426,-0.002222222222222229,-0.002222222222222229,-0.0024444444444444565,-0.0027777777777777827,-0.0022222222222222253,-0.0030000000000000027,-0.003222222222222226,-0.0026666666666666766,-0.0021111111111111118,-0.0023333333333333353
teaching,0.021643274853801166,0.022532163742690063,0.02428070175438597,0.022964912280701757,0.02030994152046784,0.018111111111111123,0.017654970760233916,0.017637426900584792,0.016280701754385975,0.013643274853801174,0.004789473684210533,-0.03028070175438596,-9.415204678362524E-4,-0.0102046783625731,-0.015520467836257306,-0.017748538011695913,-0.031900584795321645
thyroid,-8.611111111110977E-4,-8.240740740740696E-4,-8.240740740740733E-4,-7.592592592592484E-4,-8.240740740740808E-4,-8.333333333333304E-4,-8.148148148148164E-4,-8.796296296296228E-4,-9.074074074074197E-4,-0.0010000000000000083,-0.0010833333333333472,-5.277777777777826E-4,-9.351851851852019E-4,-0.0010462962962963045,-0.001074074074074068,-0.0011481481481481538,-0.0010277777777777757
tic-tac-toe,-0.0011830201809324924,-0.0011830201809324924,-0.0011830201809324924,-0.001252609603340286,-0.001252609603340286,-0.0013221990257480795,-0.0013221990257480795,-0.0013917884481558728,-0.0013917884481558728,-0.0013917884481558728,-0.0013221990257480795,-0.001113430758524699,-0.0013221990257480795,-0.0013221990257480795,-0.0013221990257480795,-0.0013221990257480795,-0.0013221990257480795
titanic,2.5632345250873695E-4,2.2602042220570828E-4,1.9571739190267593E-4,1.9571739190267593E-4,1.9571739190267593E-4,1.0480830099358629E-4,1.3981779649352433E-5,1.351939008614707E-4,1.0489087055844207E-4,4.428480995238108E-5,1.0489087055844207E-4,3.416728593840383E-4,1.3519390086147443E-4,1.3519390086147443E-4,1.3519390086147443E-4,1.3519390086147443E-4,1.3519390086147443E-4
trains,0.04166666666666668,0.0527777777777778,0.0527777777777778,0.0527777777777778,0.0527777777777778,0.0527777777777778,0.0527777777777778,0.0527777777777778,0.0527777777777778,0.0527777777777778,0.03611111111111113,-0.18888888888888894,0.022222222222222233,0.022222222222222233,0.005555555555555558,-0.0027777777777777753,-0.1805555555555556
twonorm,3.748600225123059E-4,3.478159494387086E-4,2.847407074317521E-4,2.1264428142033406E-4,1.5858048394794174E-4,1.4957877888329695E-4,1.8556612020204828E-4,1.675091429882499E-4,3.232286576500728E-5,-1.2724617437875896E-5,4.1300222154868246E-5,-8.4236675254686E-5,1.2233991641148097E-4,2.66425634265303E-4,2.933723126398058E-4,2.211931011341317E-4,4.988313001338026E-5
vertebral-column-2clases,-0.00516129032258064,-0.0064516129032258,-0.0064516129032258,-0.005806451612903218,-0.0066666666666666576,-0.006881720430107518,-0.006881720430107518,-0.007741935483870965,-0.008602150537634409,-0.008817204301075266,-0.01118279569892473,6.45161290322586E-4,-0.011182795698924722,-0.012043010752688158,-0.011827956989247301,-0.013548387096774188,-0.01677419354838709
vertebral-column-3clases,2.1505376344084967E-4,8.602150537634246E-4,0.0010752688172042926,2.1505376344084596E-4,-0.0012903225806451682,-8.602150537634467E-4,-0.0010752688172043076,-0.0019354838709677395,-0.0025806451612903217,-0.004086021505376339,-0.0034408602150537647,-8.602150537634505E-4,-0.0023655913978494684,-0.004516129032258065,-0.004301075268817201,-0.004731182795698926,-0.004731182795698922
wall-following,-1.6487093113041196E-4,-1.6487093113041196E-4,-1.526474865637321E-4,-1.648619729445781E-4,-1.648619729445781E-4,-1.0376266648283912E-4,-6.714608189779906E-5,-5.494951188860601E-5,-1.284603848194658E-4,0.0012109138115472724,0.0022514160540275294,0.0051499490570367104,0.0016213465326826734,0.0011758649094826823,0.0013063722397646008,0.00206894228773881,0.0017800631901470334
waveform,7.984107944123927E-4,8.515628029167166E-4,8.646134716715011E-4,0.0011045068433877794,7.309707836220129E-4,5.840000934400218E-4,2.636587088520622E-4,3.701547258914251E-4,3.8304539462060696E-4,7.027041124326431E-4,3.957120633139281E-4,3.596960575513619E-4,5.019627469807183E-4,5.2809608449537E-4,3.9436806309888216E-4,7.406934518442432E-5,-8.200374645393249E-4
waveform-noise,-3.7830406052864475E-4,-3.383733874730825E-4,-8.523734697130081E-5,-3.3872538752938907E-4,-1.1217068461398065E-4,-3.255360520857805E-4,-2.9914671453014076E-4,-4.5932807349248944E-4,-6.062027636591138E-4,-9.79696156751375E-4,-0.0012464695327684535,-0.001164538852992895,-0.0011534081845453014,-0.0017270456096606269,-0.0012476321996211625,-0.0016480482636877256,-0.0017952216205687987
wine,-0.0069191919191919134,-0.006927609427609423,-0.007676767676767671,-0.00804713804713804,-0.00804713804713804,-0.008804713804713796,-0.008434343434343428,-0.008425925925925918,-0.00804713804713804,-0.008417508417508409,-0.008787878787878782,-0.017062289562289557,-0.008787878787878782,-0.009907407407407398,-0.009528619528619523,-0.009915824915824907,-0.009924242424242414
wine-quality-red,0.0014738782036239166,0.0018480971467370081,0.0020159637545799675,0.0012245032055794895,0.0011027881814398546,0.001438208505032875,1.8804814783525878E-4,-3.1101474034648987E-4,-3.89394209618917E-4,-0.0013892408924934005,-0.002969815299797551,0.0012695596669576722,-0.0030108041639679618,-0.004304300076032778,-0.005220761016148364,-0.005555399109509093,-0.006849833697852625
wine-quality-white,-0.008111104052728664,-0.007987104390864093,-0.007740105467795407,-0.006948088264905646,-0.00634580260505444,-0.006763330936262194,-0.0064596204113080685,-0.0066989718271056415,-0.007428741877788729,-0.007724115730572327,-0.0076794700722083685,-1.463141543743866E-4,-0.008289197601417142,-0.00817870890625028,-0.00851895072865572,-0.008614505665074412,-0.008192642264337979
yeast,0.007505093345200135,0.007372318236446244,0.006653528409211288,0.0054407522106480295,0.005800147124265509,0.005487311288911478,0.004540448577647397,0.0035946756757574898,0.003863495321387811,0.004799459938910126,0.003993727541601947,0.0017090632785704033,0.0037725567836092637,8.923116975900054E-4,6.624224646039031E-4,0.001690778699070313,0.001498003529771467
zoo,-0.010936682365253803,-0.010936682365253803,-0.011577708006279445,-0.012257980115122979,-0.012938252223966518,-0.012938252223966518,-0.012257980115122979,-0.012938252223966518,-0.012938252223966518,-0.012938252223966518,-0.012938252223966518,-0.0029173207744636314,-0.012938252223966518,-0.013579277864992157,-0.014259549973835694,-0.014939822082679233,-0.015620094191522767
