TRAINTESTDIFFSACCSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_pb,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq
plant-shape,0.026432928567294213,0.026776802020345554,0.026882567098272147,0.026092370179981648,0.02627960837021652,0.026240111711722535,0.02674995971637314,0.02623405372245479,0.02730761467000582,0.02650918838752928,0.02476763420318921,0.028847473444617838,0.024099478043186413,0.023745991797286148,0.024531127598713585,0.02438794601682438,0.022303943069259785
plant-texture,0.019321976735942856,0.018910827579176382,0.01820226284587766,0.017877406444833148,0.018297871421095378,0.018236574868538167,0.017815309911441715,0.01747655527916816,0.017828559860159614,0.016881260824248928,0.01706742878819826,0.02514024622482213,0.017110922954134064,0.017730388509496278,0.017731776373321597,0.01643197084572083,0.017698662525208457
post-operative,0.06278164863347362,0.06298474568735206,0.05932786577761493,0.052824305632001,0.0482649139200394,0.04991265252496085,0.051590290848511154,0.050652055879939206,0.0476256153106338,0.05409838673849938,0.05466203554296696,0.07647698971592469,0.05668582051770096,0.05920815165228787,0.05709986422147579,0.062017543305046385,0.07051474066101054
primary-tumor,0.04026782269838544,0.04073035292521801,0.0406158351840131,0.040153107891602605,0.041805179586050546,0.04231010977212652,0.042397154342164005,0.04439770950089682,0.04383561169147274,0.047436870383126176,0.04897908907107004,0.04605983254490225,0.048043181955512514,0.047853388635682,0.050648115893037055,0.048531335156968454,0.04835608807530904
ringnorm,0.0093054249713568,0.009395398403612651,0.009349105563290397,0.009302230353579763,0.00932971871459254,0.009253579929381384,0.009415951959181629,0.009679793154112873,0.009441917787594133,0.009507860022007963,0.009472258682170318,0.007568211040853658,0.009318733100399176,0.009376237117830255,0.009151196976476964,0.00830839403963016,0.007802401924936881
seeds,0.03939358397326142,0.0397098975207997,0.03925572323905979,0.03954019351657729,0.03912670379188823,0.03880160664171614,0.03793754993954314,0.038660286735613315,0.03882175320496032,0.03890223512370916,0.03862386375556907,0.03566553870812828,0.03874110409104706,0.03704631468233692,0.03817178953361784,0.03838966681415057,0.03748971414351421
semeion,0.017705413708289704,0.017540838934354017,0.017569954934693415,0.01769203948673209,0.017599776044584358,0.017529555155710568,0.01736393090548425,0.01744073060700234,0.01777644636607304,0.017726359953784878,0.017168573902387498,0.015728055648587334,0.01742204464775398,0.017383772780546747,0.01702227382969004,0.017039863063716527,0.01676402595532783
soybean,0.022608703667736145,0.022857057972219083,0.022801191241120265,0.02241639501297997,0.022353476950682943,0.02232618893924617,0.022526970937133524,0.02210289217553134,0.02211130426298874,0.021752826176521484,0.02148439429193442,0.022077638396958532,0.021206543609194613,0.022186414226134533,0.02273783844020375,0.022156282264033576,0.021998183743272854
spambase,0.008007516561520624,0.008156406699814107,0.008099938058936641,0.00832950581017924,0.008393128643358786,0.00837069823141422,0.008245743514250828,0.008343363144695646,0.008638366198680188,0.00853919464639693,0.008720420426413081,0.008845899190954935,0.008828272516529742,0.00874656570427453,0.008652874998993948,0.00856975982843409,0.008653780760792016
spect,0.05639071254618397,0.05563094637396669,0.05530154333373751,0.059504268551139786,0.05886122366927528,0.058878297016191114,0.05826858430424616,0.05939150186533023,0.06300002400372903,0.06342006568578772,0.0642026224602992,0.07025223227821532,0.06422739538348649,0.06364942102928978,0.06485961362653428,0.06495029387398278,0.06309681522687804
spectf,0.047474436153899645,0.04568677446403295,0.04646265538571436,0.04803488163874093,0.047417215972304756,0.047190627882102903,0.04731009854822787,0.04586017598882084,0.04641554180370824,0.04661186797515237,0.047519411072765985,0.043939015926641276,0.04725297497961351,0.04996914751576028,0.04881200375951609,0.04905049426095771,0.05224936233253502
statlog-australian-credit,0.017810756047865552,0.017535357643727958,0.016171325121930962,0.015419636032777276,0.01657126000108759,0.017761890937973052,0.018135022435649177,0.018789895818854454,0.022097441352897863,0.01954191268812334,0.02082050427411456,0.011451731676449833,0.02099141690286409,0.020545026884361127,0.02145823297610817,0.021366906058731136,0.022784250733156465
statlog-german-credit,0.020303445152423563,0.020905919526879667,0.021540232338473117,0.02100476136498581,0.02143624602578916,0.020975738585218,0.02062706624968675,0.01981071346055191,0.02013528954491273,0.01969759889679073,0.01925282484124905,0.024727387208537028,0.019976537962457807,0.020224146260201532,0.020407796571887443,0.020339757794193062,0.019823241902883357
statlog-heart,0.05000291683780344,0.0500256150586048,0.04927873258326884,0.050116305139199804,0.04940974143427833,0.04956267762431432,0.050236970575035254,0.049630709785364685,0.05170507718951836,0.052055187276858116,0.05274126211709135,0.04551291237389031,0.05429911708029284,0.05532091787381513,0.05447943145071158,0.05566131553891079,0.056583368800703394
statlog-image,0.008314269142035974,0.008186441272763285,0.008082798182569769,0.008053964898150245,0.008301149378275153,0.00833553825543641,0.00818828293858796,0.008033880900970071,0.007785017110903489,0.0075567757418555604,0.007516132407783465,0.011240320434079758,0.00744304024270112,0.00729885104538214,0.007170945720656242,0.0071557902278381125,0.006962697880825681
statlog-landsat,0.0074558622219903555,0.00751964200952632,0.007386553960181118,0.007421341763856683,0.0074471958851244175,0.007357453837096091,0.007388904807749328,0.0075074920849870965,0.0075678544673478095,0.007627084036244771,0.007547373993844292,0.007709461999380892,0.0076448131938450185,0.0074373659882009295,0.007401988976073022,0.007498698183237319,0.007333165269682963
statlog-shuttle,2.799354262197814E-4,2.923717072272715E-4,2.88313706808711E-4,2.9905475476130276E-4,3.009684629630094E-4,2.950617942033425E-4,3.015490879865187E-4,2.987102825344856E-4,3.0891008832280515E-4,3.2187745233903296E-4,3.3412671102138626E-4,0.013946870281455921,3.3062250648142064E-4,3.326087184946977E-4,3.535837169151971E-4,3.5963930731855665E-4,3.664801755105031E-4
statlog-vehicle,0.021979688271520262,0.02234113649484379,0.022032645014457997,0.022871498390990456,0.023325873539829574,0.022567967705357895,0.023203728226197404,0.022376745570244803,0.022794535931128436,0.022550856942667976,0.024296332968507504,0.028525199977065444,0.023263945853024874,0.022185787803910225,0.02297597246724444,0.02516044528701313,0.024984805634022274
steel-plates,0.020084125350129274,0.01927678095057774,0.019724434450054406,0.020200650185683927,0.020177911690572398,0.020337859335154217,0.021301032011847763,0.022067132481847385,0.0224707672352921,0.021899758393191558,0.021277883422847133,0.01624951471970406,0.020796019221560824,0.020741020938747228,0.02021859700570951,0.02031896737143522,0.02104112485293542
synthetic-control,0.010223554802363753,0.010223554802363753,0.010234167599874671,0.010428862592251925,0.010258473119987795,0.010063019815944513,0.010024873280555107,0.00960257521866611,0.009760870090814515,0.009784393442860933,0.009672148003350806,0.013598888092176888,0.010370530011542648,0.009999361410006055,0.010335372435072066,0.010666786397795463,0.010654806624925635
teaching,0.0815894714875543,0.08384224119670346,0.08052924300787088,0.0798767418184364,0.08014870974941378,0.08059934167406847,0.08316784259679781,0.08345291809201065,0.07954353648685167,0.07839406407966752,0.0774245159642755,0.09566726901833698,0.07233836268584083,0.08034148632481546,0.0805519761802543,0.08154969043033296,0.07666610715675201
thyroid,0.0038277556733814925,0.003878258138998233,0.004029665519663993,0.004184148087463337,0.004234431915995239,0.004384169828258712,0.004400485028157966,0.004320027792798554,0.004331007660944496,0.004460340347476379,0.00450766222463209,0.0035530627636067135,0.004299283735857367,0.004291974832600088,0.004298819556736724,0.004298200573264915,0.004423531978396844
tic-tac-toe,0.00805172213333592,0.007995529217181793,0.007995529217181793,0.008087418757603387,0.008087418757603387,0.008177663327930395,0.008177663327930395,0.008193269861846573,0.008193269861846573,0.008193269861846573,0.008232613154680685,0.007670309381786364,0.008232613154680685,0.008232613154680685,0.008232613154680685,0.00806664080058669,0.008029292158876397
titanic,0.016601212991759966,0.016657713547633273,0.01671567123662592,0.01671567123662592,0.01671567123662592,0.01687787941529786,0.017062944628737323,0.016818797154082882,0.016804989689622754,0.016914132625957794,0.016966933664022386,0.016652240939254232,0.016910010155507995,0.016910010155507995,0.016910010155507995,0.016910010155507995,0.016910010155507995
trains,0.3302660601667757,0.3372495049780181,0.3372495049780181,0.3372495049780181,0.3372495049780181,0.3372495049780181,0.3372495049780181,0.3372495049780181,0.3372495049780181,0.3372495049780181,0.32876418237355126,0.39871280759140426,0.34179863818875633,0.34179863818875633,0.3403945573324552,0.3393729662437974,0.3778362305466026
twonorm,0.003307636587741846,0.0033377052307840475,0.003375234931029087,0.0033292125695921,0.0033678855924861115,0.003353728381722584,0.0034209254450498824,0.0033316563588166666,0.0034254183629303537,0.003335193377249962,0.003341511628570978,0.002958891001584564,0.0033531101733626756,0.0035099678741506383,0.003414103241750918,0.0035572048427451536,0.003644697625707119
vertebral-column-2clases,0.05323911924386186,0.055057471139516874,0.054717526248752126,0.055300677990286595,0.055743586814139864,0.05629317243301988,0.05654756398780708,0.056049577455529624,0.056557715850009294,0.057592528184565464,0.057628652887216386,0.05522276040792363,0.05710323633380403,0.05917206790700015,0.06085456789448084,0.061166668776902834,0.06191879641710943
vertebral-column-3clases,0.036199015857177545,0.03540727229715489,0.03630195916100621,0.03706104903894831,0.03655085076919044,0.03714808400446988,0.037660354422951965,0.03819269156962143,0.03924728643189734,0.038579065273708225,0.04019163015269295,0.04001267635562691,0.03805464826876006,0.03792871838152766,0.03927409552315663,0.03947821916165459,0.04023446062738543
wall-following,0.003079765837321233,0.003079765837321233,0.0030766288651924473,0.0030872885138345475,0.0030872885138345475,0.0030574859526160338,0.003167833689234181,0.0032779724552157675,0.0033238870125341237,0.003980736689901988,0.004666635831385662,0.011625015385862521,0.005503890687707538,0.00659285837752674,0.006723099606768903,0.008243843805014703,0.008719396229041386
waveform,0.00901353185300815,0.009272705243273902,0.009362204701129959,0.009422504777546989,0.009535944367022346,0.009453835287104109,0.009541579879283509,0.009790123546680511,0.00978637144622496,0.009861955851028977,0.01009279219323433,0.009549492504337422,0.010357592367980695,0.011048200728878967,0.0112899866160411,0.010853073251398875,0.010871294113460123
waveform-noise,0.00949735377952982,0.009549197077142484,0.009542991577965239,0.009496991854582831,0.009531283615770013,0.009545034999993715,0.009450163760893285,0.009448312255537428,0.009610389783509135,0.009667182558119812,0.00987276039638967,0.0096984221986676,0.01019785503500238,0.009642398337535885,0.009545676503064277,0.008843318731263185,0.009400851712376162
wine,0.025833154155290385,0.026331919288004837,0.026473329542484304,0.027254397175320424,0.027254397175320424,0.027515523137817337,0.028165777592245044,0.027542900734066934,0.02741007166929068,0.028174031092745123,0.02829374198548259,0.02588528751398201,0.02829374198548259,0.02673271470334456,0.027571184289658778,0.027839686981925366,0.028615049317889496
wine-quality-red,0.020984723094438554,0.02135003442934528,0.02150658409055739,0.021681275767952944,0.02299513766984589,0.022662586156119907,0.021831625096389248,0.022145905879727753,0.02214248599947408,0.022510083292182587,0.022362962715641643,0.01787285295229557,0.0235404724627667,0.021816031212310558,0.023097247895758257,0.023125226590247877,0.022309490622339653
wine-quality-white,0.013368103048262326,0.013320029833915137,0.012724080793652212,0.012580492463108193,0.0123476514730975,0.01240696138728891,0.012184472185374134,0.012430661022949268,0.01267882901624977,0.011127802800901886,0.011737070857228273,0.011436163459495463,0.010211570285371547,0.009151309920104714,0.00886004136690856,0.009078418916576821,0.009589721935540956
yeast,0.026370813669827114,0.02675020993956116,0.0273757045587024,0.02789294598337102,0.027994817976868102,0.02775952268941357,0.02754554211731017,0.02804808574030776,0.02807770079586679,0.02854725265247898,0.028805943366355228,0.0287386607752109,0.029223013617470876,0.02933956211312799,0.0300035473962902,0.029716120304219194,0.029204107128892293
zoo,0.047396226316260164,0.047396226316260164,0.046300824356082036,0.04601741001158324,0.04573988840487268,0.04573988840487268,0.04601741001158324,0.04603481205370334,0.04603481205370334,0.04603481205370334,0.04603481205370334,0.05094067483702892,0.04603481205370334,0.045755343337742886,0.04481941331579745,0.045424165061719965,0.04478160214451694
