TRAINNLLSTDDEVS:,CAWPE_eq,CAWPE_alpha=1,CAWPE_pb,CAWPE_alpha=2,CAWPE_alpha=3,CAWPE_alpha=4,CAWPE_alpha=5,CAWPE_alpha=6,CAWPE_alpha=7,CAWPE_alpha=8,CAWPE_alpha=9,CAWPE_alpha=10,CAWPE_alpha=11,CAWPE_alpha=12,CAWPE_alpha=13,CAWPE_alpha=14,CAWPE_alpha=15
plant-margin,0.034061781200778456,0.035584771351146495,0.0379491620186901,0.0373819849273014,0.03944149083401468,0.041760773386876344,0.04434103028625611,0.047180459795389304,0.050267954357359916,0.053578464009557285,0.05707087242110847,0.06068862943936643,0.06436279442173568,0.06801673566415883,0.07157157343314371,0.07495151577376864,0.07808843438997055
plant-shape,0.04999870415782243,0.04992447371932745,0.05815186298224785,0.05018780988244023,0.050711894006006286,0.051427494131276515,0.05227476252212214,0.05320466928193657,0.054179858797345846,0.05517480012264577,0.056175244091491994,0.057177106649061823,0.05818494513832565,0.0592101951710028,0.060269312841764816,0.06138193816101012,0.06256917004530291
plant-texture,0.038845034648819395,0.04040507326505812,0.0343349164660751,0.04217272157180185,0.044147802814086014,0.046334745583240015,0.048740096669977466,0.051369449390002694,0.05422420397665812,0.05729863582199358,0.06057772721581729,0.0640361018363234,0.0676382091067611,0.07133968795494572,0.07508965346350129,0.07883353589764944,0.08251607275648923
post-operative,0.08780777905220931,0.07960672691418541,0.34064944931742003,0.07508388081075013,0.07317534711938921,0.07328016598345587,0.07507939464306967,0.07832208779102037,0.08270865951865256,0.0878819875032242,0.0934769592680014,0.0991738238044,0.1047274282596374,0.10997109922005432,0.114805531267617,0.11918284104366245,0.12309164839814707
primary-tumor,0.1205634451760177,0.11971864547412585,0.2008779127957791,0.12009361554770069,0.12129202184785165,0.1229863095151956,0.12491810565709277,0.1268983842732608,0.1288046134934955,0.13057338634779045,0.132189105607824,0.1336706139374554,0.13505791454606594,0.13640064663394338,0.1377492286550938,0.13914888935220732,0.1406363179119889
ringnorm,0.005918173436407721,0.005906679567172097,0.006576519343729676,0.005895478151006907,0.005884571205968168,0.0058739608993380816,0.005863649522166565,0.005853639463568441,0.005843933184889678,0.005834533193853833,0.005825442018800043,0.005816662183120858,0.005808196180009422,0.0058000464476215124,0.0057922153447539475,0.005784705127141171,0.005777517924463905
seeds,0.05018172859181507,0.05011976781039703,0.06962474295824597,0.05007331923367382,0.05004284118078293,0.05002878133329995,0.05003157622870356,0.05005165048455648,0.050089415744394954,0.050145269345325094,0.050219592715541994,0.050312749517329856,0.05042508355756496,0.05055691649336529,0.050708545365381566,0.0508802399953715,0.051072240288193946
semeion,0.02445329615451046,0.024548164012324458,0.041086077956886805,0.02465769825589345,0.024779695771582698,0.024912422201490533,0.025054562802337463,0.025205169421568207,0.025363606690727663,0.025529499723326576,0.02570268490985624,0.025883164835363393,0.026071067898902737,0.02626661287528051,0.026470078410809762,0.02668177726945688,0.02690203502824102
soybean,0.030348197739381834,0.03029589834868622,0.05687022748604425,0.030252107241927024,0.030216815401489225,0.03019001689918609,0.030171704702713305,0.030161866842301363,0.030160482973231845,0.030167521360797502,0.030182936305415613,0.0302066660170044,0.03023863093950477,0.030278732518673294,0.03032685239912513,0.030382852030165615,0.030446572654349434
spambase,0.008906416048165996,0.008848418363904757,0.013392307500453655,0.008811119214959152,0.008789079978995565,0.008777762734944728,0.008773496992849737,0.008773402814151742,0.008775291004747604,0.008777555691000612,0.008779069483361634,0.008779087284362299,0.00877716176060039,0.008773071452546816,0.008766761225710443,0.00875829405341876,0.008747812782926797
spect,0.06666883498552378,0.06488126203436377,0.21640248569185422,0.06324053582157972,0.0617286618229345,0.060334869081623846,0.05905288112012455,0.057878741043642504,0.05680949131131325,0.055842656258531145,0.05497624347500154,0.05420891397256777,0.053540047803791645,0.05296957913181285,0.05249761489720825,0.052123937159783834,0.05184751314127743
spectf,0.05953334187212465,0.05881113094601095,0.11140475331689927,0.058216725302922684,0.057728575170502616,0.057329309925390044,0.057004999389946055,0.05674449365110337,0.056538869348817564,0.056380980517259156,0.056265099705515124,0.056186632328100415,0.05614188872481493,0.05612790131089592,0.0561422770969039,0.05618307825135221,0.056248725185732894
statlog-australian-credit,0.0181198563865796,0.017534109300375935,0.10221400386516308,0.017021001223812775,0.01657647425602398,0.016196546420264447,0.01587730746765388,0.015614913840892634,0.01540558601128433,0.015245610610215624,0.015131348617958467,0.015059249596426245,0.015025870827203356,0.015027899442621234,0.015062175301091593,0.015125712429217666,0.015215717224928196
statlog-german-credit,0.030236980239587326,0.02991611412001039,0.08404643229338236,0.029636759224358558,0.02939173445874987,0.029175234864564203,0.028982612312810355,0.028810167207712095,0.028654962096643987,0.028514662019876593,0.02838740234514973,0.02827168235741899,0.02816628158750091,0.028070195378024923,0.02798258619444857,0.02790274747174833,0.027830077196240102
statlog-heart,0.06590716688494376,0.06582852912465673,0.14083556222094085,0.06580597915544764,0.06584033489110856,0.06593218773313433,0.06608184030470074,0.06628925108841599,0.06655398858879218,0.06687519716186484,0.06725157603810095,0.06768137235713961,0.06816238828983846,0.06869200160324536,0.06926719838210971,0.06988461610082818,0.07054059487209108
statlog-image,0.013289373273793195,0.012764300518824238,0.01484134366164782,0.012308821492728508,0.01191524920334161,0.011576216823425207,0.01128482321313616,0.011034732139662322,0.010820227697277026,0.01063623186689386,0.010478292062930899,0.010342547002085515,0.010225678645628641,0.010124856744416749,0.010037681038710196,0.009962124711647126,0.009896481429457251
statlog-landsat,0.01008503761495234,0.010034163718712876,0.015520930797604601,0.009984674904539595,0.0099365682259657,0.009889839757628634,0.00984448464021884,0.009800497123805126,0.009757870609344873,0.009716597688223059,0.009676670179716134,0.009638079166314772,0.009600815026879516,0.009564867467647696,0.009530225551133665,0.00949687772301145,0.009464811837079168
statlog-shuttle,0.004471600098890089,0.0038258612894867526,2.5666537719093956E-4,0.0032754086134281378,0.0028240145993047505,0.0024755268074119876,0.0022314371886265044,0.0020872055137088714,0.0020297694696953072,0.002039158256417046,0.002093544548830057,0.002173918055449085,0.0022660760870500812,0.00236043960830016,0.002451012513717899,0.0025343005320944585,0.0026084651310399267
statlog-vehicle,0.02189119276849754,0.021846190411302282,0.07248041071632401,0.021880783653231185,0.021991223900889995,0.022171987905950267,0.02241610909215071,0.02271557514466488,0.023061745070316775,0.023445744987249245,0.023858813411944593,0.024292579817726253,0.024739271710399316,0.0251918538467466,0.025644108251042547,0.026090665897902918,0.026527001159318594
steel-plates,0.028321281015795403,0.0283726379009222,0.047812562124218236,0.02842643856625059,0.028482470453721907,0.02854050593266334,0.02860030497383843,0.028661618925970443,0.028724195027841775,0.028787781318263136,0.02885213164838445,0.028917010550794462,0.028982197772902535,0.02904749233422541,0.02911271601532554,0.029177716228227416,0.02924236825294093
synthetic-control,0.02497954550785821,0.02522158659712879,0.02465985212801434,0.02547302104411528,0.025733755071603612,0.026003686123549617,0.026282703473559765,0.026570688835196872,0.026867516968871113,0.027173056280618425,0.027487169408629598,0.02780971379396155,0.028140542232422627,0.02847950340516921,0.0288264423860656,0.029181201124343806,0.029543618901542595
teaching,0.12688268943697095,0.1244587872285412,0.38681678807481723,0.1222081933950099,0.12015248505710294,0.11831672825386225,0.11671599473645936,0.11535087192615666,0.11421010272571758,0.11327595203363786,0.11252884260490882,0.11194996717660459,0.11152218052760329,0.11123001623776092,0.11105949901016084,0.11099803844486669,0.11103440905815301
thyroid,0.004541022628203317,0.0044634746988098115,0.004322103792174875,0.0043900900323692845,0.004320724448114894,0.004255229005196936,0.004193450981711463,0.004135234859003444,0.0040804232974142336,0.004028858089995302,0.00398038108148115,0.003934835040967252,0.003892064478204703,0.0038519163951176564,0.0038142409660014325,0.003778892141766914,0.0037457281754911314
tic-tac-toe,0.016040352696465053,0.01607822806572009,0.009750028399561954,0.01612683539944736,0.01618517379496127,0.016252266550749992,0.016327169729034273,0.016408979009307434,0.016496834926261944,0.016589926624073728,0.016687494283580833,0.016788830391377657,0.01689328002250231,0.017000240303531432,0.017109159212667487,0.017219533859691077,0.017330908373007516
titanic,0.012803183710301575,0.012884345195535976,0.014417343170354303,0.012983357279262567,0.013086629656747912,0.013185832982755547,0.013276409390669704,0.013356337088460095,0.013425194020582069,0.013483492609816239,0.013532231835405504,0.013572610899772217,0.013605856612817819,0.013633127202469335,0.01365546527645002,0.013673780911514711,0.013688852127743605
trains,0.3128849638052023,0.20048809971209786,2.2584051416334807E-16,0.17796703349401716,0.17246963395448434,0.17112580831242372,0.17082774139162737,0.17099816294296916,0.17149493217664621,0.17220089163126187,0.17299730965417723,0.17378874986940998,0.17451411478317855,0.17514334187713873,0.17566846151904117,0.17609469444599773,0.1764337390416244
twonorm,0.023107927779807868,0.02321680982694444,0.008773538209324125,0.023325910428994984,0.023435221290709317,0.0235447341314211,0.023654440686906465,0.02376433271123212,0.023874401978588793,0.023984640285112307,0.024095039450689505,0.024205591320749134,0.024316287768037105,0.024427120694373684,0.024538082032394846,0.024649163747273394,0.024760357838422082
vertebral-column-2clases,0.05965941972229883,0.05942819680468497,0.16904627968373495,0.05922347059532925,0.05904449784253728,0.05889053190799996,0.058760823977144216,0.05865462197096017,0.05857116769285941,0.05850969280939838,0.05846941427609911,0.058449529786140535,0.058449213750207854,0.05846761422126472,0.058503851069210334,0.05855701559693778,0.058626171679131284
vertebral-column-3clases,0.058797093168618066,0.05881304559937381,0.1471554831507943,0.05884539382320922,0.058891298302948515,0.058949008846402175,0.05901761799460491,0.05909683747778184,0.059186805597580626,0.05928792831585771,0.05940075327540779,0.05952587375669951,0.05966385841798754,0.05981520229285498,0.05998029467339771,0.06015939997594401,0.060352648304747236
wall-following,0.0064822739152774955,0.005988898885582328,0.004582047460790756,0.005535724118778138,0.005125680279052929,0.004760816536383734,0.004442161732528553,0.004169601909124688,0.003941807410315068,0.0037562488902057895,0.0036093315614777774,0.003496648911538856,0.003413321006404834,0.0033543564332717836,0.0033149741589931082,0.0032908410532362107,0.0032782098158168466
waveform,0.015135215273167716,0.015319838123208482,0.02106733090228076,0.015506381620429074,0.015694788783365176,0.015885002997567788,0.01607696802296502,0.01627062799834405,0.01646592744335935,0.01666281125843984,0.016861224722963183,0.01706111349205104,0.017262423592312844,0.017465101416866784,0.017669093719922042,0.017874347611210144,0.018080810550522845
waveform-noise,0.015188025152018997,0.015294185710640357,0.01934365573288574,0.01540389361403386,0.015517015567859779,0.01563342119294225,0.01575298317331131,0.015875577375321758,0.01600108294027835,0.01612938235291556,0.016260361487985767,0.01639390963707927,0.016529919517689232,0.016668287266387142,0.016808912417859867,0.016951697871417905,0.0170965498464615
wine,0.03929933694957289,0.039614123921772756,0.03947414320774734,0.03994580596125085,0.040294445443693434,0.04066008277555041,0.041042735856488655,0.04144239974170355,0.04185904649126182,0.04229262519108325,0.04274306212825022,0.043210261102080254,0.043694103851795146,0.04419445058164136,0.044711140564906014,0.045243992809365204,0.04579280676821456
wine-quality-red,0.02914104166446332,0.02929319254754954,0.06690765492354542,0.0294307907782596,0.029552973449865023,0.0296596874529919,0.029751560995911204,0.029829757239778692,0.029895823540901232,0.02995154757668192,0.02999882874523879,0.030039570158696807,0.030075593689849932,0.030108578146542924,0.030140018871517998,0.030171205918695248,0.03020321737845594
wine-quality-white,0.013362217383311725,0.013846397120431314,0.02898507088644714,0.014286288975505324,0.014672721993528494,0.015003468494257587,0.015281216659460735,0.015511652168329667,0.015701866967208114,0.015859185157032663,0.015990402911737738,0.016101380992997818,0.016196901621615346,0.016280699208415166,0.01635558764077276,0.016423626765840395,0.016486290908325204
yeast,0.038310797166193976,0.03805705191812868,0.07950130024571025,0.03782611444559481,0.03761691686716369,0.037428418992352934,0.03725959997142561,0.037109453088462085,0.03697698347499963,0.03686120842265098,0.03676115988525741,0.03667588869119548,0.03660446994178139,0.036546009057615056,0.03649964795325478,0.0364645708698828,0.03644000947042695
zoo,0.08608858201551722,0.08654738395596441,0.05907087203017012,0.08699910913155293,0.08744284513915768,0.08787795369582278,0.08830402605859602,0.08872084087554977,0.08912832583610385,0.08952652392858998,0.08991556464009126,0.09029564006350199,0.09066698561105771,0.09102986486370332,0.09138455799677099,0.09173135319691275,0.09207054050532665
